compressor,compressor_policy,llm_policy,outlier_precision,regular_precision,outlier_values,outlier0,outlier1,outlier2,quant_precision_values,quant0_precision,quant1_precision,quant2_precision,k_values,k0,k1,k2,num_batches,num_samples,correct_count,avg_accuracy,avg_latency,avg_ce_loss,avg_payload_ratio,tp0_original_bytes,tp1_original_bytes,tp2_original_bytes,tp0_compressed_bytes,tp1_compressed_bytes,tp2_compressed_bytes,tp0_payload_ratio,tp1_payload_ratio,tp2_payload_ratio,avg_compression_ratio
quantization,quantization,,,,,,,,"fp16,int2,passthrough",fp16,int2,passthrough,"0.5000,0.0625,1.0000",0.5000,0.0625,1.0000,100,10000,1718,0.1718,0.011238638977520168,2.6545416831970217,0.44644008091517856,655360000.0,327680000.0,163840000.0,327686400.0,20486800.0,163840000.0,0.5,0.0625,1.0,2.239942251488829
quantization,quantization,,,,,,,,"fp16,int2,fp16",fp16,int2,fp16,"0.5000,0.0625,0.5000",0.5000,0.0625,0.5000,100,10000,1718,0.1718,0.01174284498207271,2.6545414876937867,0.37501708984375,655360000.0,327680000.0,163840000.0,327686400.0,20486800.0,81926400.0,0.5,0.0625,0.5,2.666545144427012
quantization,quantization,,,,,,,,"passthrough,int2,fp16",passthrough,int2,fp16,"1.0000,0.0625,0.5000",1.0000,0.0625,0.5000,100,10000,1716,0.1716,0.011655338942073285,2.6550003492832186,0.6607257952008928,655360000.0,327680000.0,163840000.0,655360000.0,20486800.0,81926400.0,1.0,0.0625,0.5,1.5134871489252986
quantization,quantization,,,,,,,,"passthrough,int2,passthrough",passthrough,int2,passthrough,"1.0000,0.0625,1.0000",1.0000,0.0625,1.0000,100,10000,1716,0.1716,0.012143418975174427,2.654997390508652,0.7321487862723214,655360000.0,327680000.0,163840000.0,655360000.0,20486800.0,163840000.0,1.0,0.0625,1.0,1.3658425975018305
quantization,quantization,,,,,,,,"int8,int2,passthrough",int8,int2,passthrough,"0.2500,0.0625,1.0000",0.2500,0.0625,1.0000,100,10000,1715,0.1715,0.011740914075635373,2.658302081823349,0.3035832868303571,655360000.0,327680000.0,163840000.0,163846800.0,20486800.0,163840000.0,0.25,0.0625,1.0,3.2939889756144636
quantization,quantization,,,,,,,,"int8,int2,fp16",int8,int2,fp16,"0.2500,0.0625,0.5000",0.2500,0.0625,0.5000,100,10000,1715,0.1715,0.011951435948722064,2.6583065485954283,0.23216029575892858,655360000.0,327680000.0,163840000.0,163846800.0,20486800.0,81926400.0,0.25,0.0625,0.5,4.30736873732442
quantization,quantization,,,,,,,,"passthrough,int2,int2",passthrough,int2,int2,"1.0000,0.0625,0.0625",1.0000,0.0625,0.0625,100,10000,1701,0.1701,0.011719386973418296,2.2457857966423034,0.5982261439732143,655360000.0,327680000.0,163840000.0,655360000.0,20486800.0,10246800.0,1.0,0.0625,0.0625,1.6716086551455953
quantization,quantization,,,,,,,,"fp16,int2,int2",fp16,int2,int2,"0.5000,0.0625,0.0625",0.5000,0.0625,0.0625,100,10000,1700,0.17,0.011459054993465542,2.245904064178467,0.31251743861607145,655360000.0,327680000.0,163840000.0,327686400.0,20486800.0,10246800.0,0.5,0.0625,0.0625,3.199821438535796
quantization,quantization,,,,,,,,"int4,int2,fp16",int4,int2,fp16,"0.1250,0.0625,0.5000",0.1250,0.0625,0.5000,100,10000,1699,0.1699,0.011456360956653953,2.6206989598274233,0.16073172433035715,655360000.0,327680000.0,163840000.0,81926800.0,20486800.0,81926400.0,0.125,0.0625,0.5,6.221547141152219
quantization,quantization,,,,,,,,"int8,int2,int2",int8,int2,int2,"0.2500,0.0625,0.0625",0.2500,0.0625,0.0625,100,10000,1699,0.1699,0.012417283030226827,2.2477805399894715,0.16966064453125,655360000.0,327680000.0,163840000.0,163846800.0,20486800.0,10246800.0,0.25,0.0625,0.0625,5.894118832112587
quantization,quantization,,,,,,,,"int4,int2,passthrough",int4,int2,passthrough,"0.1250,0.0625,1.0000",0.1250,0.0625,1.0000,100,10000,1683,0.1683,0.011943670995533466,2.599470924139023,0.23215471540178573,655360000.0,327680000.0,163840000.0,81926800.0,20486800.0,163840000.0,0.125,0.0625,1.0,4.307472274553283
quantization,quantization,,,,,,,,"int4,int2,int8",int4,int2,int8,"0.1250,0.0625,0.2500",0.1250,0.0625,0.2500,100,10000,1655,0.1655,0.011632472015917302,2.6097668027877807,0.12501778738839286,655360000.0,327680000.0,163840000.0,81926800.0,20486800.0,40966800.0,0.125,0.0625,0.25,7.9988617691120965
quantization,quantization,,,,,,,,"int4,int2,int2",int4,int2,int2,"0.1250,0.0625,0.0625",0.1250,0.0625,0.0625,100,10000,1620,0.162,0.011717670001089572,2.27604110956192,0.09823207310267858,655360000.0,327680000.0,163840000.0,81926800.0,20486800.0,10246800.0,0.125,0.0625,0.0625,10.17997450745781
quantization,quantization,,,,,,,,"int2,int4,passthrough",int2,int4,passthrough,"0.0625,0.1250,1.0000",0.0625,0.1250,1.0000,100,10000,1240,0.124,0.01144693098962307,4.103052895069123,0.21429757254464285,655360000.0,327680000.0,163840000.0,40966800.0,40966800.0,163840000.0,0.0625,0.125,1.0,4.666408434429084
quantization,quantization,,,,,,,,"int2,int4,int8",int2,int4,int8,"0.0625,0.1250,0.2500",0.0625,0.1250,0.2500,100,10000,1232,0.1232,0.012075265971943736,4.119689588546753,0.10716064453125,655360000.0,327680000.0,163840000.0,40966800.0,40966800.0,40966800.0,0.0625,0.125,0.25,9.33178411136172
quantization,quantization,,,,,,,,"int2,int4,fp16",int2,int4,fp16,"0.0625,0.1250,0.5000",0.0625,0.1250,0.5000,100,10000,1220,0.122,0.011999205993488431,4.112656016349792,0.14287458147321427,655360000.0,327680000.0,163840000.0,40966800.0,40966800.0,81926400.0,0.0625,0.125,0.5,6.999145612107897
quantization,quantization,,,,,,,,"int2,int4,int4",int2,int4,int4,"0.0625,0.1250,0.1250",0.0625,0.1250,0.1250,100,10000,1208,0.1208,0.011801663991063834,4.922906205654145,0.08930350167410714,655360000.0,327680000.0,163840000.0,40966800.0,40966800.0,20486800.0,0.0625,0.125,0.125,11.1977691944183
quantization,quantization,,,,,,,,"int2,int8,int8",int2,int8,int8,"0.0625,0.2500,0.2500",0.0625,0.2500,0.2500,100,10000,1173,0.1173,0.011642437051050366,3.2296480894088746,0.14287493024553571,655360000.0,327680000.0,163840000.0,40966800.0,81926800.0,40966800.0,0.0625,0.25,0.25,6.999128526477416
quantization,quantization,,,,,,,,"int2,fp16,fp16",int2,fp16,fp16,"0.0625,0.5000,0.5000",0.0625,0.5000,0.5000,100,10000,1172,0.1172,0.011522082956507801,3.2276965856552122,0.25001708984375,655360000.0,327680000.0,163840000.0,40966800.0,163846400.0,81926400.0,0.0625,0.5,0.5,3.999726581190739
quantization,quantization,,,,,,,,"int2,passthrough,fp16",int2,passthrough,fp16,"0.0625,1.0000,0.5000",0.0625,1.0000,0.5000,100,10000,1172,0.1172,0.011526733948849142,3.227691977024078,0.39286865234375,655360000.0,327680000.0,163840000.0,40966800.0,327680000.0,81926400.0,0.0625,1.0,0.5,2.5453799737756264
quantization,quantization,,,,,,,,"int2,fp16,passthrough",int2,fp16,passthrough,"0.0625,0.5000,1.0000",0.0625,0.5000,1.0000,100,10000,1172,0.1172,0.011560826976783574,3.227692723274231,0.32144008091517856,655360000.0,327680000.0,163840000.0,40966800.0,163846400.0,163840000.0,0.0625,0.5,1.0,3.110999714636954
quantization,quantization,,,,,,,,"int2,passthrough,passthrough",int2,passthrough,passthrough,"0.0625,1.0000,1.0000",0.0625,1.0000,1.0000,100,10000,1172,0.1172,0.011885782033205032,3.2276935172080994,0.4642916434151786,655360000.0,327680000.0,163840000.0,40966800.0,327680000.0,163840000.0,0.0625,1.0,1.0,2.15381864865007
quantization,quantization,,,,,,,,"int2,int8,fp16",int2,int8,fp16,"0.0625,0.2500,0.5000",0.0625,0.2500,0.5000,100,10000,1169,0.1169,0.011984092965722084,3.2301932644844054,0.1785888671875,655360000.0,327680000.0,163840000.0,40966800.0,81926800.0,81926400.0,0.0625,0.25,0.5,5.599453178400547
quantization,quantization,,,,,,,,"int2,int8,passthrough",int2,int8,passthrough,"0.0625,0.2500,1.0000",0.0625,0.2500,1.0000,100,10000,1169,0.1169,0.01199673105031252,3.230187327861786,0.2500118582589286,655360000.0,327680000.0,163840000.0,40966800.0,81926800.0,163840000.0,0.0625,0.25,1.0,3.9998102768562873
quantization,quantization,,,,,,,,"int2,passthrough,int8",int2,passthrough,int8,"0.0625,1.0000,0.2500",0.0625,1.0000,0.2500,100,10000,1165,0.1165,0.011337399957701564,3.227530379295349,0.3571547154017857,655360000.0,327680000.0,163840000.0,40966800.0,327680000.0,40966800.0,0.0625,1.0,0.25,2.7999070343367505
quantization,quantization,,,,,,,,"int2,fp16,int8",int2,fp16,int8,"0.0625,0.5000,0.2500",0.0625,0.5000,0.2500,100,10000,1165,0.1165,0.011849323976784945,3.227556838989258,0.21430315290178573,655360000.0,327680000.0,163840000.0,40966800.0,163846400.0,40966800.0,0.0625,0.5,0.25,4.666286923264709
quantization,quantization,,,,,,,,"int2,int8,int4",int2,int8,int4,"0.0625,0.2500,0.1250",0.0625,0.2500,0.1250,100,10000,1125,0.1125,0.01224638597574085,3.577342936992645,0.12501778738839286,655360000.0,327680000.0,163840000.0,40966800.0,81926800.0,20486800.0,0.0625,0.25,0.125,7.9988617691120965
quantization,quantization,,,,,,,,"int2,passthrough,int4",int2,passthrough,int4,"0.0625,1.0000,0.1250",0.0625,1.0000,0.1250,100,10000,1123,0.1123,0.0115555589646101,3.5687413477897643,0.3392975725446429,655360000.0,327680000.0,163840000.0,40966800.0,327680000.0,20486800.0,0.0625,1.0,0.125,2.9472654121874853
quantization,quantization,,,,,,,,"int2,fp16,int4",int2,fp16,int4,"0.0625,0.5000,0.1250",0.0625,0.5000,0.1250,100,10000,1084,0.1084,0.01194865399505943,3.5735719108581545,0.19644601004464285,655360000.0,327680000.0,163840000.0,40966800.0,163846400.0,20486800.0,0.0625,0.5,0.125,5.0904571682201505
quantization,quantization,,,,,,,,"int2,int4,int2",int2,int4,int2,"0.0625,0.1250,0.0625",0.0625,0.1250,0.0625,100,10000,1035,0.1035,0.011700448063202203,2.3278423500061036,0.08037493024553571,655360000.0,327680000.0,163840000.0,40966800.0,40966800.0,10246800.0,0.0625,0.125,0.0625,12.44169042442862
quantization,quantization,,,,,,,,"int2,int2,int4",int2,int2,int4,"0.0625,0.0625,0.1250",0.0625,0.0625,0.1250,100,10000,1025,0.1025,0.011257286043837666,3.1412405228614806,0.07144635881696429,655360000.0,327680000.0,163840000.0,40966800.0,20486800.0,20486800.0,0.0625,0.0625,0.125,13.996514539836271
quantization,quantization,,,,,,,,"int2,fp16,int2",int2,fp16,int2,"0.0625,0.5000,0.0625",0.0625,0.5000,0.0625,100,10000,1014,0.1014,0.011740669016726315,2.3269189977645874,0.18751743861607142,655360000.0,327680000.0,163840000.0,40966800.0,163846400.0,10246800.0,0.0625,0.5,0.0625,5.332837347716916
quantization,quantization,,,,,,,,"int2,passthrough,int2",int2,passthrough,int2,"0.0625,1.0000,0.0625",0.0625,1.0000,0.0625,100,10000,1013,0.1013,0.011488969991914929,2.326914710998535,0.3303690011160714,655360000.0,327680000.0,163840000.0,40966800.0,327680000.0,10246800.0,0.0625,1.0,0.0625,3.0269183749738713
quantization,quantization,,,,,,,,"int2,int8,int2",int2,int8,int2,"0.0625,0.2500,0.0625",0.0625,0.2500,0.0625,100,10000,1012,0.1012,0.012117873067036272,2.326906137466431,0.11608921595982143,655360000.0,327680000.0,163840000.0,40966800.0,81926800.0,10246800.0,0.0625,0.25,0.0625,8.614064551405884
quantization,quantization,,,,,,,,"int2,int2,int8",int2,int2,int8,"0.0625,0.0625,0.2500",0.0625,0.0625,0.2500,100,10000,1010,0.101,0.012057920936495065,3.2564440298080446,0.08930350167410714,655360000.0,327680000.0,163840000.0,40966800.0,20486800.0,40966800.0,0.0625,0.0625,0.25,11.1977691944183
quantization,quantization,,,,,,,,"int2,int2,int2",int2,int2,int2,"0.0625,0.0625,0.0625",0.0625,0.0625,0.0625,100,10000,1008,0.1008,0.011149072032421827,2.3576688051223753,0.06251778738839285,655360000.0,327680000.0,163840000.0,40966800.0,20486800.0,10246800.0,0.0625,0.0625,0.0625,15.995447724141009
quantization,quantization,,,,,,,,"int2,int2,passthrough",int2,int2,passthrough,"0.0625,0.0625,1.0000",0.0625,0.0625,1.0000,100,10000,1007,0.1007,0.01181267405860126,3.268434994220734,0.1964404296875,655360000.0,327680000.0,163840000.0,40966800.0,20486800.0,163840000.0,0.0625,0.0625,1.0,5.090601774750814
quantization,quantization,,,,,,,,"int2,int2,fp16",int2,int2,fp16,"0.0625,0.0625,0.5000",0.0625,0.0625,0.5000,100,10000,1007,0.1007,0.012659264029935002,3.268439679145813,0.12501743861607142,655360000.0,327680000.0,163840000.0,40966800.0,20486800.0,81926400.0,0.0625,0.0625,0.5,7.998884084251639
